ElectronicDevices,ElectronicDevices_Duration,Groceries,Groceries_Duration,SportsRelated,Sports_Equipments_Duration,Bounce_Rates,Special_Day,Month,Browser,Region,Type_of_visitor,Weekend,Purchase_made
3,48.5,0,0,55,1042.242857,0,0,Mar,Edge,1,New_Visitor,false,false
1,21,3,116,21,613.6666667,0.008333333,0,Mar,Edge,1,Old_Visitor,false,false
4,115.3333333,0,0,64,1588.944444,0.003076923,0,Mar,Edge,1,Old_Visitor,false,false
0,0,1,929,75,4105.666667,0.002631579,0,Mar,Edge,3,Old_Visitor,false,false
1,8,0,0,14,269.5,0,0,Mar,Edge,3,Old_Visitor,false,false
1,32.28571429,0,0,8,1236.2,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,49,1384.016667,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,4,52,0,0,Mar,Edge,1,Old_Visitor,false,false
1,11,0,0,29,664.75,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,7,64,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,4,Old_Visitor,false,false
0,0,0,0,8,326.5,0.1,0,Mar,Mozilla,1,Old_Visitor,false,false
0,0,0,0,25,1690.977778,0.008,0,Mar,Mozilla,8,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,8,Old_Visitor,false,false
4,277.75,0,0,3,178.75,0,0,Mar,Edge,3,New_Visitor,false,false
0,0,0,0,12,407,0,0,Mar,Edge,4,Old_Visitor,false,false
6,241.1666667,0,0,39,1513.566667,0.005128205,0,Mar,Mozilla,1,Old_Visitor,false,false
3,64,0,0,24,832.0909091,0,0,Mar,Mozilla0,1,New_Visitor,false,false
1,25.5,0,0,12,250.8333333,0,0,Mar,Edge,2,Old_Visitor,true,false
2,64,0,0,15,565.6666667,0,0,Mar,Edge,1,New_Visitor,false,false
0,0,0,0,10,194,0.02,0,Mar,Chrome,7,Old_Visitor,false,false
8,130,1,18,19,298,0,0,Mar,Edge,3,Old_Visitor,true,false
9,79,1,155.5,55,1743.066667,0,0,Mar,Edge,6,Old_Visitor,false,false
3,84,0,0,27,655.9166667,0,0,Mar,Edge,2,Old_Visitor,false,false
0,0,1,9,30,1992.833333,0,0,Mar,Brave,1,Old_Visitor,false,true
0,0,0,0,3,0,0.2,0,Mar,Edge,4,Old_Visitor,false,false
0,0,0,0,24,308.8635531,0,0,Mar,DuckDuckGo,2,Old_Visitor,false,false
3,41,0,0,46,2749.666667,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,25,812,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,12,166,0.028571429,0,Mar,Edge,1,Old_Visitor,true,false
1,14,0,0,4,65,0,0,Mar,Brave,3,Old_Visitor,false,false
4,86,0,0,46,2450.688095,0.027083333,0,Mar,Mozilla,3,Old_Visitor,false,false
0,0,0,0,10,226.8333333,0,0,Mar,Mozilla,1,Old_Visitor,true,false
3,618,0,0,9,341,0,0,Mar,Edge,9,New_Visitor,false,true
0,0,0,0,13,226,0,0,Mar,Edge,4,Old_Visitor,true,false
1,11.88888889,0,0,111,3510.879903,0.0000983,0,Mar,Edge,5,Old_Visitor,false,false
5,51.5,0,0,2,6,0,0,Mar,Chrome,2,Old_Visitor,false,false
2,7,0,0,27,559.4,0.014814815,0,Mar,Brave,4,Old_Visitor,true,false
8,269,0,0,33,1109.883333,0.013888889,0,Mar,Mozilla,4,Old_Visitor,false,false
0,0,0,0,5,239,0,0,Mar,Edge,9,Old_Visitor,false,false
2,44.5,0,0,7,212.1666667,0,0,Mar,Edge,1,New_Visitor,true,false
1,3,14,1165.166667,81,2820.952419,0.008897485,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,6,44,0.066666667,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,8,781,0.028571429,0,Mar,Edge,4,Old_Visitor,false,false
4,61,0,0,14,175.6666667,0,0,Mar,Edge,5,Old_Visitor,false,false
3,90,0,0,25,397.8846154,0.005333333,0,Mar,Edge,1,Old_Visitor,true,false
0,0,0,0,25,770.0285714,0.0112,0,Mar,Edge,8,Old_Visitor,false,false
2,102.5,3,60,22,1034.975,0,0,Mar,Mozilla,4,Old_Visitor,false,true
0,0,0,0,2,12,0,0,Mar,Mozilla,5,Old_Visitor,false,false
0,0,0,0,3,8,0.066666667,0,Mar,Brave,1,Old_Visitor,false,false
1,17,0,0,22,399.8,0.019047619,0,Mar,Chrome,7,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,2,Old_Visitor,false,false
9,213.3214286,5,528,61,2258.430586,0.01,0,Mar,Mozilla,4,Old_Visitor,false,false
0,0,0,0,2,254,0,0,Mar,Edge,4,Old_Visitor,false,false
0,0,0,0,7,67,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,4,57,0,0,Mar,Edge,6,Old_Visitor,false,false
0,0,0,0,12,240.4166667,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,8,551.1666667,0.025,0,Mar,Edge,2,Old_Visitor,false,false
6,71.5,0,0,47,1532.2,0.009929078,0,Mar,Edge,1,Old_Visitor,false,true
0,0,0,0,7,379.5,0.057142857,0,Mar,Edge,8,Old_Visitor,false,false
1,6,0,0,14,548.1857143,0.028571429,0,Mar,Edge,3,Old_Visitor,true,false
3,304,0,0,31,1735.301587,0.015625,0,Mar,Mozilla,2,Old_Visitor,false,false
0,0,0,0,3,103,0,0,Mar,Mozilla,1,Old_Visitor,true,false
7,151,0,0,44,1406.1,0.004081633,0,Mar,Mozilla,4,Old_Visitor,false,false
3,199.75,0,0,8,331.4,0,0,Mar,Edge,2,New_Visitor,false,false
1,13.5,1,28,88,1759.275703,0.004545455,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Brave,1,Old_Visitor,false,false
7,191.2,4,654.3333333,31,1204.600433,0.000854701,0,Mar,Edge,7,Old_Visitor,false,true
2,47,0,0,39,1743.366667,0,0,Mar,Opera,2,Old_Visitor,false,true
0,0,0,0,10,236,0,0,Mar,Edge,1,Old_Visitor,false,false
5,197,4,246,17,427.0833333,0,0,Mar,Mozilla,3,New_Visitor,false,false
3,115.125,0,0,46,909.522619,0.004255319,0,Mar,Edge,6,Old_Visitor,false,false
4,312.75,0,0,14,702.9166667,0,0,Mar,Edge,1,New_Visitor,false,false
0,0,0,0,40,962.3333333,0,0,Mar,Edge,9,Old_Visitor,false,false
4,724,0,0,2,159,0,0,Mar,Edge,1,New_Visitor,false,false
0,0,0,0,2,24,0,0,Mar,DuckDuckGo,1,Old_Visitor,false,false
8,237.5,4,142,30,1569.625,0,0,Mar,Edge,1,Old_Visitor,true,true
3,66.33333333,0,0,15,424.8333333,0,0,Mar,Edge,6,Old_Visitor,false,false
0,0,0,0,16,154.8333333,0,0,Mar,Brave,7,Old_Visitor,false,false
2,190,1,0,37,758.4428571,0,0,Mar,Mozilla,6,Old_Visitor,true,false
4,174,1,18.5,11,305.875,0,0,Mar,Edge,3,New_Visitor,true,false
3,227,0,0,2,62,0,0,Mar,Edge,1,Old_Visitor,true,false
1,23,0,0,15,656.25,0.028571429,0,Mar,Mozilla,8,Old_Visitor,true,false
0,0,0,0,29,617.5,0.006896552,0,Mar,Edge,3,Old_Visitor,false,false
0,0,2,39,15,245,0,0,Mar,Edge,1,Old_Visitor,true,true
0,0,0,0,3,20,0,0,Mar,Edge,2,Old_Visitor,true,false
0,0,0,0,1,0,0.2,0,Mar,Mozilla,1,Old_Visitor,true,false
0,0,0,0,2,22,0,0,Mar,Edge,9,Old_Visitor,false,false
1,26,1,0,55,872.4,0.003508772,0,Mar,Chrome,1,Old_Visitor,true,false
0,0,0,0,1,0,0.2,0,Mar,Edge,2,Old_Visitor,false,false
0,0,0,0,38,1372,0.005405405,0,Mar,Edge,1,Old_Visitor,false,false
2,41,0,0,7,139,0.022222222,0,Mar,Chrome,6,Old_Visitor,true,false
4,74,2,629,149,5042.458059,0.003870968,0,Mar,Edge,1,Old_Visitor,false,true
0,0,0,0,5,288.5,0,0,Mar,Edge,1,Old_Visitor,true,false
0,0,0,0,2,0,0.2,0,Mar,Edge,1,Old_Visitor,true,false
0,0,0,0,6,192,0,0,Mar,Mozilla0,4,Old_Visitor,false,false
0,0,0,0,27,954.6666667,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,4,Old_Visitor,false,false
2,74,0,0,13,429,0.013333333,0,Mar,Brave,3,Old_Visitor,false,false
0,0,0,0,41,1546.5,0,0,Mar,Edge,1,Old_Visitor,true,false
2,45,0,0,9,96.46666667,0,0,Mar,Edge,3,Old_Visitor,false,false
2,112,0,0,9,198.8333333,0,0,Mar,Edge,3,New_Visitor,true,false
0,0,0,0,8,181,0.075,0,Mar,Edge,1,Old_Visitor,true,false
2,37,0,0,15,208.5,0,0,Mar,Edge,3,New_Visitor,true,false
0,0,0,0,21,517.4238095,0.019047619,0,Mar,Chrome,2,Old_Visitor,false,false
0,0,0,0,12,358.0666667,0,0,Mar,Opera,2,Old_Visitor,false,false
1,5.5,0,0,22,339.25,0,0,Mar,Edge,2,Old_Visitor,false,false
3,50,0,0,13,796,0,0,Mar,Edge,5,Old_Visitor,false,false
0,0,0,0,31,1759.416667,0,0,Mar,Edge,4,Old_Visitor,true,false
2,26,0,0,19,3277,0.015789474,0,Mar,Edge,4,Old_Visitor,false,false
0,0,0,0,13,265.1666667,0,0,Mar,Edge,4,Old_Visitor,false,false
5,113.5,0,0,13,437.2,0,0,Mar,8,4,New_Visitor,false,false
0,0,0,0,6,92,0,0,Mar,Mozilla,3,Old_Visitor,false,false
3,279,0,0,0,0,0,0,Mar,Edge,1,Old_Visitor,true,false
3,228,1,267.5,23,1266.267677,0.002197802,0,Mar,Edge,3,Old_Visitor,false,false
3,55,2,4,2,19,0,0,Mar,Mozilla,8,New_Visitor,false,false
6,112.5,0,0,47,1882.113409,0.004,0,Mar,Mozilla,4,Old_Visitor,false,false
1,17,0,0,12,616.4,0,0,Mar,Mozilla,3,Old_Visitor,true,false
0,0,0,0,5,155,0.04,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,11,814.5,0,0,Mar,Mozilla,1,New_Visitor,false,false
0,0,0,0,21,460.4166667,0.019047619,0,Mar,Edge,6,Old_Visitor,false,false
0,0,0,0,5,819.5,0,0,Mar,Edge,1,Old_Visitor,true,false
1,8.5,0,0,30,659.2,0,0,Mar,Edge,3,New_Visitor,true,false
0,0,0,0,5,427,0,0,Mar,Opera,3,Old_Visitor,true,false
0,0,0,0,1,0,0.2,0,Mar,Edge,4,Old_Visitor,false,false
0,0,0,0,17,766.5,0,0,Mar,Edge,1,New_Visitor,true,true
0,0,0,0,1,0,0.2,0,Mar,Chrome,5,Old_Visitor,false,false
0,0,0,0,14,2425,0,0,Mar,Edge,1,Old_Visitor,false,false
7,319.5,0,0,11,416.5,0,0,Mar,Edge,1,New_Visitor,true,false
0,0,0,0,15,638.6428571,0.003571429,0,Mar,Edge,1,Old_Visitor,false,false
0,0,1,132,8,445,0,0,Mar,Edge,4,Old_Visitor,true,false
0,0,0,0,4,81,0,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,20,1985,0.03,0,Mar,Mozilla,1,Old_Visitor,false,false
5,97.5,0,0,24,758.1444444,0.04,0,Mar,Edge,2,Old_Visitor,true,false
7,182.0833333,0,0,15,310.9,0,0,Mar,Edge,4,Old_Visitor,false,false
3,97,0,0,15,482,0.0125,0,Mar,Edge,6,Old_Visitor,false,false
0,0,0,0,2,0,0.2,0,Mar,Chrome,1,Old_Visitor,false,false
3,34.83333333,0,0,30,709.8333333,0.026666667,0,Mar,Mozilla,2,Old_Visitor,true,false
0,0,3,57,31,4547.166667,0.012903226,0,Mar,Brave,5,Old_Visitor,false,false
0,0,0,0,9,1040,0.077777778,0,Mar,Brave,3,Old_Visitor,false,false
0,0,0,0,3,223,0.066666667,0,Mar,Mozilla,8,Old_Visitor,false,false
0,0,2,14,11,687.5,0.020512821,0,Mar,Edge,1,Old_Visitor,true,false
0,0,0,0,30,632.5833333,0,0,Mar,Chrome,1,Old_Visitor,false,false
1,77,0,0,9,312,0,0,Mar,Mozilla,3,New_Visitor,true,false
3,107,0,0,45,2502.966667,0,0,Mar,Brave,1,New_Visitor,true,false
10,614.1666667,0,0,47,3608.9,0,0,Mar,Edge,3,Old_Visitor,false,false
13,315.9666667,1,0,15,406.575,0.019047619,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,3,Old_Visitor,false,false
1,0,0,0,39,2487.5,0.017105263,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,15,212.8,0.019047619,0,Mar,Mozilla,3,Old_Visitor,false,false
2,11,0,0,20,510,0.013636364,0,Mar,Mozilla,6,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,3,Old_Visitor,false,false
2,47.66666667,0,0,5,72.33333333,0,0,Mar,Mozilla,8,New_Visitor,false,false
0,0,0,0,13,96.5,0.030769231,0,Mar,DuckDuckGo,4,Old_Visitor,false,false
0,0,0,0,8,267,0,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,8,481.1666667,0,0,Mar,Edge,7,Old_Visitor,false,false
0,0,0,0,4,2528,0,0,Mar,Edge,9,Old_Visitor,true,false
2,30,1,148.5,24,1530.194444,0.007407407,0,Mar,Mozilla,1,Old_Visitor,false,false
0,0,0,0,7,289.5,0,0,Mar,Mozilla,1,Old_Visitor,true,false
0,0,0,0,1,10,0,0,Mar,Edge,3,Old_Visitor,true,false
0,0,0,0,16,676.75,0.014285714,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,4,36,0.05,0,Mar,Edge,6,Old_Visitor,false,false
2,25,0,0,6,65,0,0,Mar,Edge,1,New_Visitor,true,false
0,0,0,0,16,630.75,0,0,Mar,Edge,1,Old_Visitor,true,false
8,359,2,954,14,336.5,0,0,Mar,Edge,7,Old_Visitor,true,false
0,0,0,0,5,77,0,0,Mar,Brave,1,Old_Visitor,true,false
5,59,0,0,3,44.66666667,0,0,Mar,Brave,6,Old_Visitor,true,false
4,1347.75,0,0,22,3410.875,0.019871795,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,10,322.5,0.04,0,Mar,Edge,4,Old_Visitor,false,false
0,0,0,0,11,919,0,0,Mar,DuckDuckGo,2,Old_Visitor,false,false
18,280.95,6,762.5,79,2096.911364,0.003333333,0,Mar,Brave,2,Old_Visitor,false,false
4,100.3,0,0,66,2868.133333,0.011428571,0,Mar,Edge,1,Old_Visitor,false,true
1,23,0,0,27,1058.893939,0,0,Mar,Edge,3,Old_Visitor,false,false
6,53.38095238,0,0,5,54.38095238,0,0,Mar,Edge,6,New_Visitor,true,false
2,8,0,0,11,543.5,0.007692308,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,29,1089,0.006896552,0,Mar,DuckDuckGo,1,Old_Visitor,false,false
1,0,1,60,43,1131.808333,0.028787879,0,Mar,Mozilla,1,Old_Visitor,false,false
0,0,0,0,7,314.5,0.033333333,0,Mar,Edge,3,Old_Visitor,false,false
14,416.3928571,6,449.3333333,258,11301.20416,0,0,Mar,Brave,9,Old_Visitor,false,true
6,573.5,1,0,33,1946.942857,0.005882353,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,1,Old_Visitor,false,false
6,465.8333333,2,71,26,1558,0.006666667,0,Mar,Edge,1,Old_Visitor,true,false
0,0,1,212.5,21,1198.75,0,0,Mar,Brave,7,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,4,Old_Visitor,false,false
0,0,0,0,17,927.1666667,0,0,Mar,Mozilla,2,Old_Visitor,false,false
9,97.64285714,0,0,37,584.5958874,0.005128205,0,Mar,Brave,1,Old_Visitor,true,false
0,0,0,0,4,135.5,0,0,Mar,Edge,3,Old_Visitor,false,false
3,148,0,0,8,292.5,0,0,Mar,Edge,1,Old_Visitor,true,false
0,0,0,0,2,68.5,0,0,Mar,Edge,1,Old_Visitor,false,false
3,58,0,0,23,364.1666667,0.004,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,26,694.3,0.023076923,0,Mar,Edge,2,Old_Visitor,true,false
1,3,0,0,3,236,0,0,Mar,Edge,1,Old_Visitor,true,false
4,97.61111111,0,0,24,1128.468254,0.038461538,0,Mar,Brave,3,Old_Visitor,false,false
4,57,0,0,5,81,0,0,Mar,Mozilla,8,Old_Visitor,false,false
2,34,0,0,21,521.5,0.018181818,0,Mar,Edge,5,Old_Visitor,true,false
0,0,0,0,7,496.75,0,0,Mar,Edge,6,Old_Visitor,false,false
0,0,0,0,9,104.8333333,0.022222222,0,Mar,Edge,4,Old_Visitor,false,false
1,7,0,0,4,45,0,0,Mar,Edge,3,Old_Visitor,false,false
2,37.5,0,0,2,492.5,0,0,Mar,Edge,1,Old_Visitor,false,false
1,3,0,0,40,624.75,0,0,Mar,7,3,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,7,Old_Visitor,false,false
0,0,0,0,6,116.5,0,0,Mar,Edge,2,Old_Visitor,true,false
0,0,0,0,8,144,0.025,0,Mar,Edge,7,Old_Visitor,true,false
2,22.5,0,0,28,686.3222222,0,0,Mar,Brave,3,Old_Visitor,false,false
0,0,1,1411,1,1411,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,7,126,0.028571429,0,Mar,Chrome,2,Old_Visitor,false,false
0,0,0,0,6,185,0,0,Mar,Mozilla,1,Old_Visitor,false,false
0,0,0,0,6,218,0,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,30,484.672619,0,0,Mar,DuckDuckGo,7,Old_Visitor,false,false
0,0,0,0,19,439.8333333,0.005555556,0,Mar,Mozilla,7,New_Visitor,false,false
2,38,0,0,21,733.7,0,0,Mar,7,1,Old_Visitor,true,false
6,77,3,447,34,1469.702381,0,0,Mar,Edge,1,Old_Visitor,false,false
2,58.5,2,125,16,485.8333333,0,0,Mar,Edge,7,New_Visitor,true,false
0,0,0,0,3,19,0,0,Mar,Brave,1,Old_Visitor,true,false
6,99.33333333,1,28.5,5,345.5,0,0,Mar,Edge,3,New_Visitor,false,false
3,117,0,0,20,543.8,0.00952381,0,Mar,Mozilla,1,New_Visitor,false,false
0,0,0,0,3,48,0,0,Mar,Mozilla,1,Old_Visitor,false,false
2,16.66666667,0,0,22,343.3690476,0.001298701,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,9,171,0.022222222,0,Mar,Mozilla0,4,Old_Visitor,false,false
12,81.5,0,0,61,2202.579167,0.005797101,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,11,299.5,0.036363636,0,Mar,Mozilla,3,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,1,Old_Visitor,false,false
0,0,1,90,11,1056.5,0.018181818,0,Mar,Edge,1,Old_Visitor,false,false
4,34,0,0,46,627.3083333,0,0,Mar,Edge,7,New_Visitor,false,false
4,38.5,0,0,33,583.8333333,0.002631579,0,Mar,Edge,4,Old_Visitor,true,false
0,0,0,0,7,221.5,0,0,Mar,Mozilla,1,Old_Visitor,false,false
0,0,0,0,44,441.7916667,0.004545455,0,Mar,Edge,1,Old_Visitor,false,false
7,156.25,0,0,37,1037.355013,0,0,Mar,Edge,8,Old_Visitor,false,false
3,15,0,0,11,246,0.018181818,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,3,10,0,0,Mar,Edge,7,Old_Visitor,false,false
0,0,2,18,1,46,0,0,Mar,Edge,7,Old_Visitor,false,false
0,0,0,0,80,801.802381,0,0,Mar,Edge,3,Old_Visitor,false,false
1,19,0,0,40,1361.166667,0.005,0,Mar,Mozilla,2,Old_Visitor,true,false
0,0,0,0,5,53,0.04,0,Mar,Chrome,2,Old_Visitor,true,false
1,7,0,0,17,2648.5,0.0125,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,3,27,0.066666667,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,13,255,0,0,Mar,Brave,1,Old_Visitor,true,false
0,0,0,0,2,221.5,0,0,Mar,Edge,3,Old_Visitor,true,false
0,0,0,0,7,225,0.028571429,0,Mar,Mozilla,4,Old_Visitor,false,false
0,0,0,0,7,125,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,12,323,0.033333333,0,Mar,Edge,1,Old_Visitor,true,false
5,67.5,3,245,32,1929.329762,0,0,Mar,Brave,1,Old_Visitor,false,false
12,311.4090909,0,0,96,4233.4807,0.006635802,0,Mar,Brave,1,Old_Visitor,true,false
0,0,0,0,5,116,0,0,Mar,Chrome,1,Old_Visitor,false,false
0,0,0,0,2,0,0.2,0,Mar,Edge,6,Old_Visitor,true,false
3,14,0,0,27,1585.666667,0.026666667,0,Mar,Edge,6,Old_Visitor,true,false
6,145,0,0,13,644,0,0,Mar,Edge,1,New_Visitor,false,false
0,0,0,0,5,488.5,0.032727273,0,Mar,7,7,Old_Visitor,false,false
0,0,1,15,25,1235.65,0.041666667,0,Mar,Mozilla,1,Old_Visitor,true,false
1,43,0,0,37,1505.166667,0,0,Mar,Edge,4,New_Visitor,false,false
0,0,0,0,7,495,0,0,Mar,Mozilla,3,Old_Visitor,false,false
4,84,0,0,21,270,0,0,Mar,Mozilla,3,Old_Visitor,false,false
0,0,0,0,2,0,0.2,0,Mar,Edge,1,Old_Visitor,false,false
4,120,0,0,13,293,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,1,0,51,2122.656061,0,0,Mar,Edge,1,Old_Visitor,false,true
0,0,0,0,35,1231.160256,0.005714286,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,17,341.6666667,0.011764706,0,Mar,DuckDuckGo,9,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Mozilla,3,Old_Visitor,false,false
0,0,0,0,21,1686.333333,0,0,Mar,Chrome,2,Old_Visitor,false,false
5,263,0,0,3,212,0,0,Mar,Mozilla,9,New_Visitor,false,false
1,0,0,0,34,2161.979365,0.00625,0,Mar,Edge,1,Old_Visitor,false,false
9,72.94444444,2,125.0952381,17,318.0730159,0.008695652,0,Mar,Edge,8,Old_Visitor,false,false
0,0,0,0,1,13,0,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,30,390.6666667,0.006666667,0,Mar,DuckDuckGo,6,Old_Visitor,false,false
0,0,0,0,11,253,0,0,Mar,Edge,2,Old_Visitor,false,false
1,18.5,0,0,12,208,0.045454545,0,Mar,Edge,4,Old_Visitor,false,false
6,87.33333333,0,0,62,1470.853037,0,0,Mar,Brave,6,Old_Visitor,true,false
6,99.60588235,0,0,83,2585.61835,0,0,Mar,Edge,2,Old_Visitor,false,true
3,63,0,0,13,400.3333333,0.030769231,0,Mar,Mozilla,3,Old_Visitor,false,false
3,68,1,103,10,808.5,0,0,Mar,Edge,3,Old_Visitor,true,true
0,0,0,0,12,1484,0,0,Mar,Edge,7,Old_Visitor,false,false
0,0,0,0,4,505,0,0,Mar,Edge,1,Old_Visitor,false,false
3,68.5,0,0,37,1121.205556,0.005405405,0,Mar,Mozilla,1,Old_Visitor,true,false
1,135,0,0,2,141,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,3,234,0,0,Mar,Edge,1,Old_Visitor,true,false
1,34,0,0,7,179,0,0,Mar,Brave,2,New_Visitor,false,true
6,176.25,12,404,41,2720.671429,0.012962963,0,Mar,Edge,2,Old_Visitor,true,true
16,315.1449864,6,147.8666667,173,6255.017866,0.002531328,0,Mar,Edge,2,Old_Visitor,false,false
6,523.2142857,2,263,48,2309.732468,0.003846154,0,Mar,Edge,3,Old_Visitor,false,true
4,76,0,0,39,1936.55,0.004761905,0,Mar,Mozilla,3,Old_Visitor,false,false
3,118.6666667,0,0,17,694,0.003703704,0,Mar,Edge,1,Old_Visitor,true,true
0,0,0,0,11,125,0.018181818,0,Mar,Edge,1,Old_Visitor,false,false
8,174.5,0,0,10,195.5,0,0,Mar,Mozilla,3,Old_Visitor,false,false
1,40,0,0,27,1400.5,0,0,Mar,Mozilla,4,Old_Visitor,false,false
8,201.1666667,3,41,18,914.1666667,0,0,Mar,Mozilla,1,Old_Visitor,false,false
13,374.875,1,53,88,5958.071931,0.002105263,0,Mar,Edge,3,Old_Visitor,false,false
4,56,0,0,31,270.4916667,0,0,Mar,Edge,1,Old_Visitor,false,false
3,92.83333333,0,0,24,463.8166667,0.002666667,0,Mar,Mozilla,1,Old_Visitor,false,true
0,0,0,0,16,371.5,0.0125,0,Mar,Chrome,7,Old_Visitor,false,false
0,0,0,0,6,13,0.133333333,0,Mar,Edge,1,Old_Visitor,false,false
1,4,3,148.5,5,185.8333333,0,0,Mar,Edge,7,Old_Visitor,false,false
2,102,0,0,16,502.8333333,0,0,Mar,Edge,4,Old_Visitor,true,false
0,0,0,0,3,1016.5,0.066666667,0,Mar,Edge,5,Old_Visitor,false,false
1,11,0,0,16,253,0,0,Mar,Edge,1,New_Visitor,false,false
0,0,1,126,17,887.0666667,0.0125,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,58,3200.366667,0.003448276,0,Mar,Edge,6,Old_Visitor,false,false
3,187,2,41,48,1769.697383,0.000606061,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,14,1037.5,0.014285714,0,Mar,Edge,4,Old_Visitor,false,false
4,185,0,0,40,1694.75,0.020512821,0,Mar,Edge,6,Old_Visitor,false,false
0,0,0,0,37,1643.435516,0.005555556,0,Mar,Brave,3,Old_Visitor,true,true
0,0,0,0,7,383.5,0,0,Mar,Edge,6,Old_Visitor,false,false
8,166.2,5,371,23,626.2213675,0.004444444,0,Mar,Mozilla,8,Old_Visitor,false,false
0,0,0,0,4,34,0.1,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,27,1070.461905,0,0,Mar,Edge,3,Old_Visitor,false,true
0,0,0,0,1,0,0.2,0,Mar,Edge,3,Old_Visitor,false,false
2,84,0,0,3,195,0,0,Mar,Edge,5,Old_Visitor,false,false
3,86,0,0,22,1187.833333,0.009090909,0,Mar,Edge,3,Old_Visitor,true,false
17,754.1095238,2,77,31,1021.619336,0.004545455,0,Mar,Mozilla,3,Old_Visitor,false,true
3,24,0,0,6,58,0,0,Mar,Edge,8,Old_Visitor,false,false
0,0,0,0,18,771.0833333,0.055555556,0,Mar,Edge,3,Old_Visitor,false,false
8,17.34848485,0,0,19,291.2589744,0,0,Mar,Edge,7,Old_Visitor,false,false
0,0,0,0,15,695.4,0.014285714,0,Mar,Edge,2,Old_Visitor,false,false
2,15,0,0,3,21,0,0,Mar,Edge,4,Old_Visitor,false,false
0,0,0,0,45,1594.283333,0,0,Mar,Edge,1,Old_Visitor,true,true
3,36,1,395,12,343.5833333,0,0,Mar,Edge,1,New_Visitor,false,false
2,34,0,0,81,2241.002381,0.002439024,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,2,5,0,0,Mar,Edge,1,Old_Visitor,true,false
0,0,0,0,2,63,0,0,Mar,Edge,1,Old_Visitor,false,false
2,47,0,0,21,825.0833333,0,0,Mar,Edge,2,New_Visitor,false,true
0,0,0,0,54,1357.61783,0,0,Mar,Edge,2,Old_Visitor,true,false
5,44.5,1,4,37,836.3333333,0.005,0,Mar,Edge,4,Old_Visitor,false,false
